0x4:b8080050	 brai	 0x50	 
0x218:80000000	 or	 r0,  r0,  r0	 
0xcc:b0000000	 imm	 0x0	 
0xd0:30a00c30	 addik	 r5,  r0,  0xc30	 
0xd0:30a00c30	 addik	 r5,  r0,  0xc30	 
0xd4:b0000000	 imm	 0x0	 
0xd8:30600c30	 addik	 r3,  r0,  0xc30	 
0xd8:30600c30	 addik	 r3,  r0,  0xc30	 
0xdc:14651800	 rsubk	 r3,  r5,  r3	 
0xe0:64830202	 bsrai	 r4,  r3,  0x2	 
0xe4:64c3001f	 bsrli	 r6,  r3,  0x1f	 
0xe8:10c62000	 addk	 r6,  r6,  r4	 
0xec:90c60001	 sra	 r6,  r6,  r0	 
0xf0:bc06002c	 beqi	 r6,  0x2c	 
0x120:80000000	 or	 r0,  r0,  r0	 
0x21c:e9e10000	 lwi	 r15,  r1,  0x0	 
0x220:b60f0008	 rtsd	 r15,  0x8	 
0x224:3021001c	 addik	 r1,  r1,  0x1c	 
0x224:3021001c	 addik	 r1,  r1,  0x1c	 
0xa9c:b000ffff	 imm	 0xffff	 
0xaa0:b9f4fe68	 brlid	 r15,  0xfe68	 
0xaa4:80000000	 or	 r0,  r0,  r0	 
0xaa0:b9f4fe68	 brlid	 r15,  0xfe68	 
0xaa4:80000000	 or	 r0,  r0,  r0	 
0xaa4:80000000	 or	 r0,  r0,  r0	 
0x908:3021fff8	 addik	 r1,  r1,  0xfff8	 
0x90c:fa610004	 swi	 r19,  r1,  0x4	 
0x910:b0000000	 imm	 0x0	 
0x914:32600ad4	 addik	 r19,  r0,  0xad4	 
0x914:32600ad4	 addik	 r19,  r0,  0xad4	 
0x918:f9e10000	 swi	 r15,  r1,  0x0	 
0x91c:e8730000	 lwi	 r3,  r19,  0x0	 
0x920:a883ffff	 xori	 r4,  r3,  0xffff	 
0x924:be240014	 bneid	 r4,  0x14	 
0x928:e9e10000	 lwi	 r15,  r1,  0x0	 
0x928:e9e10000	 lwi	 r15,  r1,  0x0	 
0x92c:ea610004	 lwi	 r19,  r1,  0x4	 
0x930:b60f0008	 rtsd	 r15,  0x8	 
0x934:30210008	 addik	 r1,  r1,  0x8	 
0x934:30210008	 addik	 r1,  r1,  0x8	 
0xaa8:c9e00800	 lw	 r15,  r0,  r1	 
0xaac:b60f0008	 rtsd	 r15,  0x8	 
0xab0:30210010	 addik	 r1,  r1,  0x10	 
0xab0:30210010	 addik	 r1,  r1,  0x10	 
0x298:20c00000	 addi	 r6,  r0,  0x0	 
0x29c:20e00000	 addi	 r7,  r0,  0x0	 
0x2a0:b0000000	 imm	 0x0	 
0x2a4:b9f40750	 brlid	 r15,  0x750	 
0x2a8:20a00000	 addi	 r5,  r0,  0x0	 
0x2a4:b9f40750	 brlid	 r15,  0x750	 
0x2a8:20a00000	 addi	 r5,  r0,  0x0	 
0x2a8:20a00000	 addi	 r5,  r0,  0x0	 
0x9f4:3021fff0	 addik	 r1,  r1,  0xfff0	 
0x9f8:fa61000c	 swi	 r19,  r1,  0xc	 
0x9fc:12610000	 addk	 r19,  r1,  r0	 
0xa00:f8130008	 swi	 r0,  r19,  0x8	 
0xa04:f8130004	 swi	 r0,  r19,  0x4	 
0xa08:b8000048	 bri	 0x48	 
0xa54:30600009	 addik	 r3,  r0,  0x9	 
0xa58:16441801	 cmp	 r18,  r4,  r3	 
0xa5c:bcb2ffb0	 bgei	 r18,  0xffb0	 
0xa10:64630402	 bslli	 r3,  r3,  0x2	 
0xa14:b0000000	 imm	 0x0	 
0xa18:30630c50	 addik	 r3,  r3,  0xc50	 
0xa18:30630c50	 addik	 r3,  r3,  0xc50	 
0xa1c:e8830000	 lwi	 r4,  r3,  0x0	 
0xa20:e8730004	 lwi	 r3,  r19,  0x4	 
0xa24:64630402	 bslli	 r3,  r3,  0x2	 
0xa28:b0000000	 imm	 0x0	 
0xa2c:30630c78	 addik	 r3,  r3,  0xc78	 
0xa2c:30630c78	 addik	 r3,  r3,  0xc78	 
0xa30:e8630000	 lwi	 r3,  r3,  0x0	 
0xa34:40841800	 mul	 r4,  r4,  r3	 
0xa38:e8730008	 lwi	 r3,  r19,  0x8	 
0xa3c:10641800	 addk	 r3,  r4,  r3	 
0xa40:f8730008	 swi	 r3,  r19,  0x8	 
0xa44:e8730004	 lwi	 r3,  r19,  0x4	 
0xa48:30630001	 addik	 r3,  r3,  0x1	 
0xa4c:f8730004	 swi	 r3,  r19,  0x4	 
0xa50:e8930004	 lwi	 r4,  r19,  0x4	 
0xa54:30600009	 addik	 r3,  r0,  0x9	 
0xa58:16441801	 cmp	 r18,  r4,  r3	 
0xa5c:bcb2ffb0	 bgei	 r18,  0xffb0	 
0xa10:64630402	 bslli	 r3,  r3,  0x2	 
